Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
68337.0,1.27531519123194,0.150205403444949,0.179807679808351,0.3145645216583,-0.0533732454334732,-0.204027784663309,-0.0842853399653409,0.0158767971362185,-0.100854220166194,0.115441565035194,0.679133844660275,0.58444288256869,-0.0021999405699785,0.461411374384865,0.433241732765958,0.757990097692122,-0.952698805248989,0.26903039112373,0.484704387904872,-0.0795829674094745,-0.264431432201204,-0.815085102780748,0.0263793376983327,-0.512560216465434,0.284898749473265,0.12966465891263,-0.0364249700004163,-0.0003528818369534,1.79,0
142723.0,-0.609974900444528,1.11137697160316,-0.877693903640548,-1.08549752751476,1.63382266632879,0.0912683301133141,1.15324021475488,-0.297471605183964,0.81355726997827,0.820346500962075,0.325587521347667,-0.240011835137219,-0.603089896251529,-1.42133112919545,-0.614037791699476,0.568646240298247,-0.402497955560312,0.479747994711454,0.312176567331857,0.404926530509073,-0.578334179720398,-0.927768160058556,0.0609291874480599,-0.540704563643054,-0.226014822843323,0.117675322618824,0.120090074702447,-0.209976077329932,9.82,0
124966.0,1.99066950119864,0.539420192547179,-2.3128884711466,0.673966139820253,0.585179916186038,-1.44891563447996,0.267310385268299,-0.24970335373204,0.226147869478501,-1.04186997047367,2.03821726858409,0.558060390279821,-0.0256450327492349,-2.34661302272738,0.400189764364715,0.879799919521158,1.60037870596644,1.63715739023632,-0.513220578508245,-0.145417789972085,0.161727450977069,0.644851425846966,-0.0440272808133915,-0.193801985655158,0.204917002905469,-0.120528115238229,0.0202336642837128,-0.0018275311093613,1.0,0
116071.0,-3.01754583677947,3.42774722536285,-1.6654184279787,-1.14511880391085,-0.132192018159801,-1.1823975844686,0.727843453061818,0.149635380647182,2.39002924756221,3.68661702264,-0.35440886303241,0.226242742192079,-0.0327035952420488,-0.363100745991798,0.69932744685582,-0.82047954103338,-0.358745331506191,-0.201101730731614,-0.554743651873515,1.658266330248,0.0094058684635611,1.10381934841107,0.137767664398162,1.0691297446738,-0.166342354492023,-0.241113274602396,1.57654842962404,0.83421777973209,1.79,0
148562.0,1.94259742434031,-0.418673149921364,-0.219941513498111,0.380907266398068,-0.827542860190645,-0.519341327693502,-0.647832508120978,0.127348517386029,1.21690425882216,0.047802869893177,0.743895714007233,0.537119430357932,-1.34618416916673,0.431413406485449,0.0899005291938384,0.422927378626461,-0.682399053533549,0.432195018315805,0.189039789431517,-0.315160259571781,-0.140489490366185,-0.341716011340405,0.392042401935052,-0.0041435038012964,-0.514645364189892,-0.642510042625406,0.0236391812237388,-0.0435597705133502,2.49,0
166951.0,-2.17301660244309,0.86137987323674,-2.2222019500658,-4.44267956916708,-0.368968865628817,-0.848731274893568,-0.592011310266221,1.51112419358392,-0.285079789632313,-1.93426520651573,-0.867060311365151,1.52117228307634,0.825267736718929,1.43969795660046,0.404526184990772,-2.9697125665032,1.15486594578644,-0.212376093451651,-2.19469769195607,-1.18500494819995,0.141335118286423,0.641177639563467,-0.0617609157352973,-1.02073382905051,-0.315094339197509,-0.950714531339252,-0.32719564772479,-0.0789079983764751,9.99,0
29860.0,-0.454982927413979,0.836118788527972,1.65307319051192,0.478815762432911,0.421601944303598,-0.868358584753538,1.06695240748872,-0.349937098227695,-0.468155726229302,-0.247452998795879,-0.539389361470663,-0.408657494465804,-0.430158384966685,0.166804478220245,0.7691567906479,-0.151050169356243,-0.481325569385999,0.0576079201221194,-0.166031427010113,0.0452082768902708,0.0862918233696609,0.349888427912175,-0.254530131010611,0.384253113761817,0.126624993801179,-0.403998957040158,-0.0637241649293087,-0.100262093682114,19.44,0
160292.0,2.0378701870036,-0.49376846383182,-0.876032951664411,0.0520534572592183,-0.0567038894756653,0.485659620497429,-0.736442809477457,0.194020781132837,1.28543789713673,0.0502679658831256,-0.502140363923207,0.412846672355162,-0.206660614712537,0.0979884322549475,0.17143314490197,0.684848378867007,-1.22910054575331,1.21447660500245,0.413677846679536,-0.210643952474384,0.238935886444692,0.893988383353282,-0.0941196203974297,-1.424081826412,0.0911709930215527,-0.0664951758641719,0.0319382343101221,-0.0648562016374742,5.09,0
136065.0,2.11877459465036,-0.171388538142651,-3.54006105973412,-1.07706806721984,2.96078048990604,2.69722318225326,0.161898548666785,0.497350525201933,0.0528007393400048,0.0391485246023212,0.137105636834056,0.254055240282916,-0.297374152955791,1.01975786098869,0.79462526093189,-0.716669067720601,-0.335209224471203,-0.667252716676962,-0.020176410551902,-0.168499831321509,0.14565802127034,0.449284802431402,-0.002267789973622,0.759934325091206,0.474665550586249,0.26130221151174,-0.0670377606583809,-0.0854186570445917,3.85,0
146188.0,-1.0575081218125,0.196399480246593,0.764332397078319,-1.12996956089002,-0.405734567426531,-0.446782148795185,0.255958303305746,0.288186454920856,-0.844351107204268,-0.484344464386806,-1.88502712124471,0.416516374422965,0.310324160329258,-0.362124898108559,-2.55998693897615,-2.05758766236678,0.452829922309031,0.219992708940811,-0.883681713852769,-0.75741186270703,-0.606758522950667,-1.16641852535193,-0.0957133300630942,-0.0209038032351066,-0.158565501048552,-0.0094953238375165,-0.0825086052017002,-0.0154631731661206,50.0,0
